"export-world data (NetLogo 5.3.1)"
"TD1.nlogo"
"09/09/2016 17:08:07:068 +0200"

"RANDOM STATE"
"0 0 -1727483681 166 0.0 false -1744838741 1008588567 -422726459 1037884680 -634920478 1724699285 1470053568 -702253607 -812238049 -586842390 -617027911 -446842611 1573248826 683321671 1753873022 1711390086 2137212776 1524363895 1821439019 437924900 1216276516 1102314413 1953406121 155546864 -308562806 -861033060 -168976104 2106426288 2031356947 16452858 -724088932 1597404527 1603864752 -71999019 -992391532 -101399352 1787645961 47775438 616032926 -94399493 -587861547 -1520969243 -279432189 -39356145 -998112205 -1396540877 -1041934204 2051976906 -949888186 518532424 -103392415 282551845 -1322550557 -1819651377 203475240 -746480144 -1904157788 1567365531 1271564712 772479515 2119101389 -1789493605 -795813550 122376449 -506684255 -1005298706 774374877 -720225061 -55759960 1224645759 1498661077 1443919700 185364175 1359259709 -373961011 -253445792 -1839457578 1881734610 -1067889063 974742295 2006316503 -894600641 298686057 309938106 -1228322311 -1773482090 390209637 -124658451 -511665632 -1419477525 -1709032763 1395985512 -1887355968 524302373 900247169 -375618143 -815290168 -1398741655 1683718073 51171902 1131923786 1512203062 2057944134 1316799378 841071546 -119998143 -2119598061 -557423030 -1289197905 -1820493258 335059187 1394779815 991142900 -252743132 -1925550125 -1106797078 -1530986660 -910355053 707447738 -599251481 919970150 1649174392 -1089700276 1756453124 1156499219 1625485706 856871966 729332074 174749272 -1929166766 -141018179 -1518982047 -309369530 478746214 -910195666 -328323919 -2111063597 885643880 -56550167 -272765268 -636822467 -935462342 1518812116 1559156320 -766773318 967409438 1455336415 1592473265 -528011834 -364065791 1267352206 -82547626 -1700627779 1815161646 -1523994387 -77906540 -457873518 -164835473 -1102377495 -836076297 -104495623 866831956 -2083848918 -1579059097 -607412804 -574929512 452869562 -870141290 -1176583801 483401017 -2096738011 499708368 -809607753 -1363252280 151578662 2024466506 -1684314197 759982098 -293175781 -93810962 -276121112 39475105 930167480 730820133 -1322221886 -750034885 580299544 -480445141 999019836 -931323130 -1089009308 -1028588917 1944120214 -470605906 -1109435267 141312104 -244934004 -1437019771 -1794767947 135970835 -830624661 -455459960 -1959128508 1185960840 -333523188 -1319109288 1447489606 -1815831437 -701617890 -1664816816 551003699 -492296504 -38571402 319493555 -2074437439 -1130423933 -725244262 -1471047002 -1479999546 1331485263 -772977450 992470266 -1285595938 1924294148 1129237056 436515284 287674106 379314270 797339040 -997184157 2120228353 -1455957122 132069517 -10849152 462250445 1444538367 -216182802 148741956 -80156519 2087238886 1750259995 1255172795 1698165347 185191942 662345359 -48687119 1636343270 -1921432858 570815894 -277358336 686470734 2119584883 -959299661 -919243502 2026062996 935219978 -2110170504 1195154343 309411298 1163337107 708205030 1377495066 -776001309 -1727689954 -1962884995 -390065799 -983893589 146690343 -217879696 -833157549 -1837006560 1442275881 -633987396 1522864381 127832277 995442315 -1573736653 -1638067259 377771991 -1962914331 -314677043 -719897959 -107962282 2078809176 -1076192324 132830308 -1937210161 1637148202 1738497034 -1102784018 1651729876 2139993651 -2053109073 1045356005 1002593300 -50361012 -841879512 -836632859 1769301959 -1799216041 794382554 19492885 1223705061 -1224037172 2068544095 -2030360436 -436742667 -1051155115 587401734 2023435479 1277029907 -690971107 -1649395243 1289247426 327570985 -693634459 -141993522 -1329059075 934060199 658584290 -204098058 1033907420 1966997804 1476875193 -2083824750 -859521478 -1612081394 -378222028 -1825264339 -392191950 1118741597 555223019 7230888 -1690466330 1335007173 2092184895 -2064465744 1473203743 -156630595 2056185610 2114839579 1684560430 669815840 617433124 -1852667314 138976356 -358606831 -514623638 851107651 -997210147 713773622 128414172 -344414706 -1252009077 1435294097 -531950463 50652061 1060237176 -863397012 112704699 -590114758 1686329063 917282470 1955620537 -71365619 1683520253 -967784403 883693832 594084746 825355467 83452962 -171486850 2022342968 1736519782 1651114202 160262745 2037952546 -1306658799 220072427 -257470096 1025708995 -1576272979 1541373364 -398857271 371324402 -1414409438 2145601008 -171802877 -1276530193 1349445819 -937411386 1067341301 1261513909 -685948877 -1049985808 -1725512573 1835036747 1733861154 -1003393941 378426939 -245570275 531480564 -933539786 -220824289 48876179 543010617 -2083141884 87014146 -2012591157 -1893314673 -745138112 -750123689 -892918671 410920729 -974489652 -1909697466 1063176541 -1422896255 1087774846 -731743905 1974245105 1265472200 -1639683566 594585193 -1042187701 1439819352 336389201 -1585150418 -1240338987 -1818998068 -900115160 1027232915 -1929461613 -1233780572 1979275305 -1121733136 -1322982365 -1591769088 -718609822 943465132 1838571152 879693120 1915698948 259432936 -45886773 -1472522458 -424760401 -251872915 1972872463 -270612741 -971487071 35360809 -1142825916 1733066835 2055050624 -107790098 -1872440828 457196578 -1882272999 -1006609532 -549737593 -56546843 -545112454 52360880 -1776097706 677959505 491275180 -755532278 -797869740 -1365106098 2058083963 -1958736449 2043058713 -1733624620 2093083952 290645485 -1779214653 -1636377087 -1563887736 1073051479 811875359 976566436 -1749922764 -1104767025 1083917951 1704170866 1875004389 -867469152 -261223532 -1771206810 1386602440 786824855 267800284 -1006092366 -840572521 1326220250 1177563821 1779513268 -526758554 -1253732205 1715344837 -705595872 761135307 -2008187121 -791576315 767226218 -149265351 1442307438 865966601 -693954692 326504689 1869512857 1521690334 -218672377 452566827 -966074164 2092627787 -49397540 1140147386 1368819502 766874664 654282738 988481467 1518821239 -761246244 1943097411 349247635 -1563910300 575504405 -1128985062 1832341021 -1222384089 -610332233 -901775961 -560646835 1776628207 -1481680996 -1223652796 688980696 -754588832 -1620741105 -45700938 1476946677 736013209 -1339824234 944762863 -548217885 -64883106 -845430852 876726309 -1003437626 1964536582 1643919182 -2105945214 2115076794 1095078058 -275054157 728734922 1270438163 -2060578603 -1567365293 -1998166059 1775577928 -1054151912 -1249749753 -412007389 -1130637309 -494641160 1811679829 1008599172 -1518759638 355165396 1409599169 -1682071614 -1840985402 -718512241 422047032 -1728296356 -1388925815 -1299431945 1687562926 -2064954990 -666997725 -1537909630 -85860626 135750796 398818312 -929479937 -700943385 1823699227 -1450056651 2138027851 1409040581 803096490 -370669167 -1450195921 1750552751 334281917 202564640 1764144937 -1564056123 -1025631282 -2056670782 -520258743 -2065096716 -269549599 2063667607 -183652797 -1429464845 553447704 -1909182228 -1293136560 889937022 -1861577984 840376453 721015859 615844106 963873870 -805712887 1927470000 -974805039 -1964342218 608200969 -1080611007"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","nb_box","nb_person"
"-11","11","-11","11","0","nobody","0","""NEITHER""","0","10","11"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","hold_box?"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color"
"9","-6","9.9","","9.9999"
"9","-7","9.9","","9.9999"
"10","7","9.9","","9.9999"
"10","6","9.9","","9.9999"
"10","5","9.9","","9.9999"
"10","4","9.9","","9.9999"
"10","3","9.9","","9.9999"
"10","2","9.9","","9.9999"
"10","1","9.9","","9.9999"
"10","0","9.9","","9.9999"
"10","-1","9.9","","9.9999"
"10","-2","9.9","","9.9999"
"10","-3","9.9","","9.9999"
"10","-4","9.9","","9.9999"
"10","-5","9.9","","9.9999"
"10","-6","9.9","","9.9999"
"10","-7","9.9","","9.9999"

"LINKS"
"end1","end2","color","label","label-color","hidden?","breed","thickness","shape","tie-mode"


"PLOTS"
""
"EXTENSIONS"

